Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-05 00:00:00-04:00,36.20251188191546,36.30977762901115,35.04045662694841,35.39801025390625,5199900,0.0,0.0
2020-08-06 00:00:00-04:00,35.844949670067116,35.844949670067116,34.602444431680965,35.103023529052734,4270100,0.0,0.0
2020-08-07 00:00:00-04:00,34.656080607063515,35.08514696328443,34.05717314052105,34.46836471557617,3402400,0.0,0.0
2020-08-10 00:00:00-04:00,35.049394610832174,35.69299592411806,34.16444621498077,34.25383377075195,5783500,0.0,0.0
2020-08-11 00:00:00-04:00,32.00123535873486,32.787858875406364,30.7140360304772,31.169918060302734,9309900,0.0,0.0
2020-08-12 00:00:00-04:00,31.91184434422441,32.07274466909627,30.92856420223901,31.03583335876465,6139600,0.0,0.0
2020-08-13 00:00:00-04:00,31.393379500124126,32.40347498548248,31.321870156070997,32.108489990234375,4052900,0.0,0.0
2020-08-14 00:00:00-04:00,32.10849362028943,32.22470015366887,31.464895811385567,31.992290496826172,3594700,0.0,0.0
2020-08-17 00:00:00-04:00,35.147722231344765,35.71087336866483,34.6471430637362,35.612545013427734,7996500,0.0,0.0
2020-08-18 00:00:00-04:00,36.729906174785874,36.729906174785874,35.09408735500688,35.38907241821289,5222700,0.0,0.0
2020-08-19 00:00:00-04:00,35.219239602988424,35.60361227280664,34.003549615648666,34.20020294189453,10892700,0.0,0.0
2020-08-20 00:00:00-04:00,34.387916177997454,35.31755828857422,34.20019686776501,35.31755828857422,4422600,0.0,0.0
2020-08-21 00:00:00-04:00,35.013636416447795,35.15666195416251,34.218075617450445,34.504119873046875,5282100,0.0,0.0
2020-08-24 00:00:00-04:00,35.00470553932853,35.09409310711787,34.209144592285156,34.209144592285156,3319900,0.0,0.0
2020-08-25 00:00:00-04:00,34.0214290673025,34.13763222485696,33.18117091623905,33.833709716796875,3690800,0.0,0.0
2020-08-26 00:00:00-04:00,33.53873253445704,34.55776596069336,33.44934154360969,34.55776596069336,4837000,0.0,0.0
2020-08-27 00:00:00-04:00,34.97788244104699,35.040454407048436,33.26161354666278,33.50296401977539,5986600,0.0,0.0
2020-08-28 00:00:00-04:00,34.161825690402445,34.70863057594761,34.08114950369092,34.29628372192383,12395100,0.105,0.0
2020-08-31 00:00:00-04:00,34.502455281977795,35.022365771724616,34.296280166590726,34.63691329956055,5127400,0.0,0.0
2020-09-01 00:00:00-04:00,35.318189842299134,35.39886604412231,33.96462283609899,34.368003845214844,4625300,0.0,0.0
2020-09-02 00:00:00-04:00,34.1349312293907,34.69069855829149,33.55226956137626,34.63691329956055,4980800,0.0,0.0
2020-09-03 00:00:00-04:00,34.52934158150327,34.84308033338058,33.71361740712633,34.38591766357422,5331900,0.0,0.0
2020-09-04 00:00:00-04:00,34.063214261773574,34.26938593775531,33.06820929806029,33.973575592041016,5913300,0.0,0.0
2020-09-08 00:00:00-04:00,33.632944399136875,35.309212238560946,33.426772711464075,34.645877838134766,6310500,0.0,0.0
2020-09-09 00:00:00-04:00,34.99547221301788,36.169754541035324,34.92375854011805,35.954620361328125,6088600,0.0,0.0
2020-09-10 00:00:00-04:00,36.30421681624219,36.34007365352991,35.43470731924402,35.58709716796875,4497900,0.0,0.0
2020-09-11 00:00:00-04:00,35.775341755447954,36.115974883266404,35.0582220806957,35.17475509643555,3868300,0.0,0.0
2020-09-14 00:00:00-04:00,35.64088297157539,35.76638191605166,34.950657584187155,35.37196350097656,4014600,0.0,0.0
2020-09-15 00:00:00-04:00,35.766374409882964,35.999436990290796,35.25542649712714,35.4347038269043,4241100,0.0,0.0
2020-09-16 00:00:00-04:00,35.77534368392764,35.811200524472206,35.004438709701994,35.39885711669922,5710100,0.0,0.0
2020-09-17 00:00:00-04:00,34.95065686117073,35.004438702479966,34.12596662629838,34.224571228027344,6040300,0.0,0.0
2020-09-18 00:00:00-04:00,34.63691357353116,34.89687053020897,34.081146240234375,34.081146240234375,11985100,0.0,0.0
2020-09-21 00:00:00-04:00,33.570199440434294,34.125966793497334,33.18474695151249,33.56123352050781,3497900,0.0,0.0
2020-09-22 00:00:00-04:00,33.722585934776326,34.1707861858693,33.53434264999645,33.83911895751953,3384100,0.0,0.0
